teks,label_emosi,label_angka
lagi rame soal jadwal shonichi team love yang diapit sama show team dream amp passion wajar kok kalau ada yang merasa khawatir atau takut hypenya jadi terbagi,fear,2
enggak tau deh kak baru kemarin baik ke teman onlineku dia sakit amp aku mau jenguk dia tapi dia menolak terus tbtb bilang aku alay over padahal cuma teman online jadinya sedih banget kemarin seharian nangis enggak enak banget dada sesek selama berteman baru ini dikatai begitu apa karena online ya kak,sad,5
lah kita pengennya childfree ya senang dong orang tua mah kalo sudah kemauan anak bisa apa,happy,3
Bisa nggak sih baca dokumentasinya dulu sebelum nanya pertanyaan yang jawabannya udah ada di situ,angry,0
najis jiji banget go tapi hell,disgust,1
i di take a hard look and think about why you re more upset by a deleted tweet tahan what those children and families went through wow,surprise,6
wkwkw ada banget lagi cewek yang malah bangga diomongin badannya di tongkrongan laki kata tmntmn e pacar ku tete ku bagus jir gue cuma bisa kok enggak marah ya kok pacarnya juga enggak marah ya cewenya dibegitukan,angry,0
Handuk basah dibuang gitu aja di atas kasur kan jadi lembap semua,angry,0
cari duit fokus ke pemasukan cepatharianbulanan freelance jualan side job gig karier fokus jangka panjang skill naik jenjang reputasi stabilitas tapi sebenarnya keduanya enggak harus dipisah total idealnya karier mesin utama cari duit tambahan,neutral,4
tiap menonton frieren nangis muluu,sad,5
yang ada diomelin juta warga korporat yang pengin pulang,neutral,4
gua kesel gara-gara stres jadi gampang nangis terus habis itu melihat kakak kakak yang kena autoimun gara-gara mendem perasaannya gua jadi bersyukur gampang nangis,angry,0
sampai mengomentari fisik itu mengapai jir enggak bermutu banget najis najis najis najis jijik bgttttt,disgust,1
hukum mati lah begal² najis tuh,disgust,1
ada yang menonton anya anya dustin sama idealis enggak ketawa enggak sih mereka disandingin haha awalnya enggak ridho eh ternyata seru juga,happy,3
sedih sekali dilupain kak vint,sad,5
ah sebeeelll banget cicak ini kenapa sih hidup mengganggu ketenanganku saja sih mau diusir akunya juga takut,fear,2
mual,disgust,1
aku saja yang sendirian ketawa mulu macam orgil geli sendiri lihat pose alayku wkwkwk,happy,3
mendengarkan ya obgyn banyak dari lo itu brengsek banget ke pasien mentang pasiennya perempuan,angry,0
makanya kerja yang benar jangan kebanyakan yapping,neutral,4
mana hari ini bulan april lagi,neutral,4
brengsek enggak berhenti lewat ini dirty talk indonesia hari lewat tl gua jingan wkwk,angry,0
air pun kadang sampai cawan itu belum lagi makanan sebab itu aku suka buat kerja kat rumah jee jimat sikit hahahahahahah,neutral,4
astaga dragon,surprise,6
merinding banget baca ini dia akan jadi manusia pertama yang diterbangkan ke mars dan tidak akan kembali lagi ke bumi memang setiap yang ikut misi terbang ke mars sebaiknya tidak berpikir untuk kembali ke bumi lagi perjalanan dari bumi ke mars diproyeksi selama hari saya,fear,2
brengsek wkwkwkwkwk,angry,0
kak maaf tapi iya tapi jangan khawatir mungkin aku yang panik tadiii,fear,2
kau tak faham kenapa i marah sebab you pegi night shift you aren t even being present i tido you kerja i kerja you tido where si your presence as a partner and husband hah and i have tapi live with this every few months i sama not going tapi tolerate this ok,angry,0
menang plis mau lihat olise nangis,sad,5
kalo enggak salah blio pernah bilang kemungkinan bakal di iqiyi cn makanya aku panik soalnya wajib pakai nomer china kan ya,fear,2
enggak soalnya itu kelas lain pada masuk dan aku mau pulang,neutral,4
keren lah kagak molor saban hari masa enggak keren btw kenapa cita cita lu masuk arsitektur anjir jurusan najis ini,disgust,1
tri putraa satriawannnn astaga gua demen banget sama lu tapi lu benaran nguji kesabaran banget,surprise,6
gue mau lihat trailer takut anjir,fear,2
jungkooks ° jawline cut is no joke wow,surprise,6
dan masih bertanya kenapa arsenal fan nya banyak di benci hmmm,angry,0
jijik banget anying,disgust,1
ini bagaimana ya gweh biar foto kit seram itu enggak lewat tlgua takut,fear,2
kaget juga bisa kayak begini diajari siapa dia terimakasih koko,surprise,6
baru banget chat tan sama dia astaga sumpah,surprise,6
wahabi yang bukan islam mah yang biasa mengatai syiah bukan islam itu pasti wahabikarena syiah sendiri punya prinsip pemimpin harus keturunan nabi muhammad saw makanya wahabi benci banget,angry,0
ih gue sebel banget sama plot manhwa barunya l tipe plot yang paling gue benci,angry,0
jujur sedih tapi ketawa,happy,3
happy birthday kak sehat dan bahagia selalu,happy,3
sayangku cintaku duniakuuu tau saja ih aku lagi sedih,sad,5
gila baru trailer gua deh merinding pol,angry,0
eh bukan kaget,surprise,6
hahhhhh bego banget astaga,surprise,6
huek jijik,disgust,1
jujur ini worth itu banget buat acne skin kayak aku enggak takut lagi jerawat bakal rewel kalo ditimpa makeup karena pakai ini dulu,fear,2
tersesat atau kenyang makan mandragora,neutral,4
merinding sebadan badan,fear,2
duh ngilu banget lihat nya,fear,2
senang sih tapi takut banget war nya makin gila pas anak drop sesuatu merch orang album,happy,3
brengsek banget deh,angry,0
won semoga kamu juga benaran bisa ceritain semua sama member ya jangan sampai ada yang kamu pendam sendiriann okeii aku senang banget tau dengerbatau lihat kamu mengomong kayak begini,happy,3
sumpah iya stres mencari jastip dari tadi sore,angry,0
senang banget rasanya,happy,3
jijik banget melihat vid yang mengasih surprise ultah itu no bros doing that,disgust,1
shshhshshs eonnie jangan sedih nanti aku belikan es kopi saja mau,sad,5
gua lebih ngeri kalo misal user keotsune mimpi kalian putus,angry,0
itu yang bikin aku ngeri kak lihatnya,fear,2
wtf nyandang nama kah tapi otak sama kelakuan miris najis bikin mual,disgust,1
gue takut semua nanti bugil and im not there,fear,2
benaran tercengang,surprise,6
güncelleme gün sonu analizim bugünkü kapanışa yukarıdan baktığımda tablo net satış var sama sistemsel kaçış yuk günü bi̇st tüm ve bi̇st kapatırken bi̇st ile daha güçlü durdu endeksler arasındaki bu kapanış farkı önemli çünkü gerçek panik,fear,2
pasutri ini mah lucu btull,happy,3
gsyin engelli zaten okan buruk taraftar bu kadar panik içindeyse bu başımızda bu çoban var olduğu için,fear,2
wkwkwk fomoan anjir sumpah kesell live mereka difull furab kesel,angry,0
lunch break dulu mual banget lihat tumpukan barang,disgust,1
enggak pernah enggak geli lihat nih cewek,disgust,1
astaga aku baru melihatnyaaa apakah aku boleh mengnekat,surprise,6
looking back at and now the only thing i can sayang is alhamdulillah,happy,3
dulu mintanya sampai nangis,sad,5
punya teman nelp kalo ada masalah kerja doang p ikut jalan jalan dong,neutral,4
wow sangat terkejut the filter works dan bekerja sangat maksimal,surprise,6
gua cemen jir kalo makan gacoan,neutral,4
Lintah hitam gede nempel di kaki pas habis lewat sawah,disgust,1
memang benar kalo belum utbk enggak usah buka kali yang isi tl nya studyacc ngereview day sekarang gue tbtb mual mual sendiri kayak punya anxiety ah fucek,disgust,1
sudah agak terkejut enggak apa-apa yang belum kicau kita kicaukan,surprise,6
biasa saja juara sukur pasti senang enggak juara enggak apa-apa yang penting anak muda ini punya pengalaman hebat,happy,3
najis banget ty punya agensi macam sama enggak profesional jadwal acakan kalo memang kagak suka sama membernya mah bilang saja kagak usah main kayak begini lawak banget untuk sekelas agensi gede ckckck,disgust,1
kemarin malam anak gue nangis pas gue pulang kerja lah gue ikut nangis juga wkwk mamak lagi cipik pms kayaknya mamak,sad,5
selamat makan salam sama udang kejunya,neutral,4
enggak cuma tempat tapi orangorang like keluarga juga jadi beda makanya suka jadi panik enggak jelas jujur enggak mau ngalamin lagi intinya orang indigo atau skizo tuh beda menurutku,fear,2
malas ngechat duluan terus ya gengsi lah lagian enggak sedihsedih banget kayak leg pertama,neutral,4
wow pretty pretty,surprise,6
woi aku mau ini minat berat plssssss nangis nih aku sekarang,sad,5
video nangis bahagia emakemak art usai ruu pprt resmi jadi uu,happy,3
okeee perutku geli,disgust,1
ohemaa on some bullshit but seattle really won the draft wow️️️,surprise,6
iya lagi setuju kak pas aagz menyandar di dapur fandez wah aku berkaca kacaaa sedih banget kerasa banget sedih nya kosongnyaaa,sad,5
please stop insecure karena enggak dideketin cowok anjir cowok tuh enggak penting lihat saja kelakuan cowok jaman sekarang banyak yang brengsek,angry,0
org² teh kenapa enggak waras semua ya kalo dia ada di sepatu gue palingan dia juga sudah mati wow dramatik pisan,surprise,6
happy birthday ciciku mau your day be full of smiles and your year full of success keep being awesome and never stop chasing your dreams sedih banget dapat kado dari e word jelek semoga tetap semangat ya ci,happy,3
anak cantik astaga,surprise,6
yaallah secapek ini tiap hari berangkat pagi pulang malam terus,neutral,4
tiap hari ngegym bareng loh,neutral,4
lu pada kesal enggak sih kalo pekerjaan lu jadi belum kelar karena lu lupa nambahin sesuatu,angry,0
mulai kan enggak ada yang hujat ya taii malah pada senang kocak,happy,3
request jangan sedih min,sad,5
uhuhuhuhuhuhhuuhhh nangis nih,sad,5
apalagi kalo foto nya pas bachelorette pakai cake dan coret muka gambar kelamin jijik banget,disgust,1
karena jarang banget ayah yang dekat benar sama anak cowoknya kebanyakan kan dekat sama yang ceweknya biasanya duanya risih padahal saling sayang sudah kayak remaja puber saja benar banget kata sih roman ya selagi papap masih ada apa salahnya sayangan sedih jadinya,sad,5
ini enggak ada yang mau tukeran cv apa tapi giliran ada yang mengajak benaran panik,fear,2
makan kak sama pecel dan nasi uduk,neutral,4
sama memang makin gila sih,angry,0
sometimes peoples lack of self awareness astonishes me like just wow,surprise,6
iya sudah marah ini,angry,0
senang banget tiap kontrol soalnya dokternya baik bgttttt n ganteng heheheheheh,happy,3
annemin bademe alerjisi vardı apar topar ambulansı aradık aynen dediğin gibi tipler geldi kız elindeki çantayı taşıyamıyor bir deh gelip müdahale edecek o panik anında fark etmedim çantayı kaldırıp getirememiş ben evden indim eşyaları taşıdım zar zor iş görüyorlar maalesef,fear,2
Susah banget sih diajak diskusi maunya menang sendiri terus masukannya,angry,0
wah ikut senang have fun ya kak semoga lancar terus rezekinyaa biar bisa menonton konser exo terus soon ot amin,happy,3
sedih banget deh nontonin editan seonghyeon huhu imut how can i explain i sama literally have a little brother but i sama the younger daughter,sad,5
kenapa ya unak selalu panik kalo kakaknya sudah sama merajuk merengek mencucu,fear,2
wow great shot,surprise,6
hidup pendewasaan adalah ditinggal tementemen ngerantau sedih banget,sad,5
astaga wilasa wira adhiarha kesayanganku makin tua makin menyebalkan ya,surprise,6
ketawa banget setiap bacanya,happy,3
kucing apalagi anak kucing gue yang selalu ngisep jari gue kalo mau tidur,neutral,4
gua mual sekarang,disgust,1
aku sama pasangan lagi ldr dan pasangan aku lagi sedih karena nenek nya meninggal bagaimana nya ya caranya biar kasih dia semangat dan enggak nangis terus,sad,5
mana di drama itu idola lu juga yang booming dan main sama aktris yang lagi naik naik daun juga kan malah di istimewa kan dikasih drama sendiri lagi jadi yang sebenarnya anak titipan itu siapa,neutral,4
takut di spill tiba tiba,fear,2
tercengang,surprise,6
gue geli,disgust,1
dia gapyear ampamp katanya literasinya enggak se brengsek tahun lalu alhamdulillah gue akan percaya sama review temenku ini,happy,3
hahaha adalah gua dan bapak gue beberapa hari lalu dan dia yang meminta maaf,neutral,4
panik dikit itu was one of my irls aaaaaah,fear,2
oh tempat makan ayam,neutral,4
najis anjing,angry,0
dikira di indonesia enggak ada potongannya kali memang ngapa sih kalo orangorang pursuing better future dengan kerja di negara orang takut banget tersaingi apa bagaimana,fear,2
orang kampung tapi berani bohongin rakyat sekota solo bohongin rakyat jakarta masih belum puas juga bohongin rakyat indonesia dengan ijazah palsunya memang keterlaluan pasti dapat sangsi dipenjara demi keadilan hukum,angry,0
tak boleh nak faham macam mana the team pun boleh approve this kind of act yang students lain pun tak jijik ke tengok orang this is the new norm dekat uni i have sok many questions tapi ask,disgust,1
jadi pengin silaturahmi kepada murid brengsek itu,angry,0
sumpah ganas terkejut tengok hahahahahahhahahaah,surprise,6
benci banget dimana mana selalu mendengarkan itu,angry,0
kurap lo pemuda ini sudah sangat muak dan jijik dengan ucapan jokowi,disgust,1
jimin pob pc a nya belum mau pulang mandiri,neutral,4
keterlaluan sih ini dept mana ini,angry,0
iya aku juga pas sampai sana dikasti tau kakak yang jaga kaget tapi senang wkwkwk iya makasih️,happy,3
ya sehari hari lu memikirkan matematika,neutral,4
enggak sabar besok jam deh ada kejutan enggak ya kira,neutral,4
jijik,disgust,1
mau bantu jawab tapi takut dikira dapat bocoran soal,fear,2
cuman bisa terkejut sama melihati orang depan kayak pengin telepati tapi malah orang didepan ku takut dan turun di stasiun berikutnya bjir,fear,2
nangis saja kak ️️,sad,5
lama gua kesel,angry,0
sok you dey cry on top small agenda barca fan no go ki me,neutral,4
masih mual jujur,disgust,1
jangan ngeluh depan orang yang senang ngeluh,happy,3
najis banget pokoknya mah hari ini capek banget hampir crash out,disgust,1
join cancelled dibilang kerja fleksibel padahal harus ngantor more tahan hrsday terus habis begitu weekend mesti siap sedia dihubungi dan offering status mitra,neutral,4
kayak ada yang gerakin anjir itu manusia annoying nangis banget lihatnya,sad,5
dulu gue enggak percaya sama yang bilang gue enggak bisa lihat masa depan gue sama dia baru kerasa sekarang gue ilfeel banget sama orang yang apa apa enggak mau belajar tapi maunya hidup enak,disgust,1
bisa ee rutin setiap hari itu sudah kayak mukjizat yang harus disyukuri bjir,neutral,4
nangis banget sumpah,sad,5
anjing banget ni orang,angry,0
kerja di kebun binatang,neutral,4
wah anjeng naik tensi gue naikkkkk mengurusi manusia enggak beradab,angry,0
kak nangis banget ini dua duanya dirayakan dan disupport banget bahagia selalu nab sama,happy,3
next wig is going tapi be bloody hectic but still alhamdulillah,happy,3
ini dilihat per berapa minggu soalnya kan kalo ganti hari otomatis mundur,neutral,4
kiiicaumania lagi berdiskucing cara jitu confess ke crush tanpa bikin ilfeel,disgust,1
khawatir banget sama temenku,fear,2
alhamdulillah masih gede,happy,3
lu yang gila obses bukti ke spill banyak move on,angry,0
sedih telat menonton ╥﹏╥ hiiro sok cute ；∀；,happy,3
justru ini coping kak biar enggak sedih,sad,5
